month,variable,value
1981-11-30,FILRSBVRT,
1981-12-31,FILRSBVRT,
1982-01-31,FILRSBVRT,
1982-02-28,FILRSBVRT,
1982-03-31,FILRSBVRT,
1982-04-30,FILRSBVRT,
1982-05-31,FILRSBVRT,
1982-06-30,FILRSBVRT,
1982-07-31,FILRSBVRT,
1982-08-31,FILRSBVRT,
1982-09-30,FILRSBVRT,
1982-10-31,FILRSBVRT,
1982-11-30,FILRSBVRT,
1982-12-31,FILRSBVRT,
1983-01-31,FILRSBVRT,
1983-02-28,FILRSBVRT,
1983-03-31,FILRSBVRT,
1983-04-30,FILRSBVRT,
1983-05-31,FILRSBVRT,
1983-06-30,FILRSBVRT,
1983-07-31,FILRSBVRT,
1983-08-31,FILRSBVRT,
1983-09-30,FILRSBVRT,
1983-10-31,FILRSBVRT,
1983-11-30,FILRSBVRT,
1983-12-31,FILRSBVRT,
1984-01-31,FILRSBVRT,
1984-02-29,FILRSBVRT,
1984-03-31,FILRSBVRT,
1984-04-30,FILRSBVRT,
1984-05-31,FILRSBVRT,
1984-06-30,FILRSBVRT,
1984-07-31,FILRSBVRT,
1984-08-31,FILRSBVRT,
1984-09-30,FILRSBVRT,
1984-10-31,FILRSBVRT,
1984-11-30,FILRSBVRT,
1984-12-31,FILRSBVRT,
1985-01-31,FILRSBVRT,
1985-02-28,FILRSBVRT,
1985-03-31,FILRSBVRT,
1985-04-30,FILRSBVRT,
1985-05-31,FILRSBVRT,
1985-06-30,FILRSBVRT,
1985-07-31,FILRSBVRT,
1985-08-31,FILRSBVRT,
1985-09-30,FILRSBVRT,
1985-10-31,FILRSBVRT,
1985-11-30,FILRSBVRT,
1985-12-31,FILRSBVRT,
1986-01-31,FILRSBVRT,
1986-02-28,FILRSBVRT,
1986-03-31,FILRSBVRT,
1986-04-30,FILRSBVRT,
1986-05-31,FILRSBVRT,
1986-06-30,FILRSBVRT,
1986-07-31,FILRSBVRT,
1986-08-31,FILRSBVRT,
1986-09-30,FILRSBVRT,
1986-10-31,FILRSBVRT,
1986-11-30,FILRSBVRT,
1986-12-31,FILRSBVRT,
1987-01-31,FILRSBVRT,
1987-02-28,FILRSBVRT,
1987-03-31,FILRSBVRT,
1987-04-30,FILRSBVRT,
1987-05-31,FILRSBVRT,
1987-06-30,FILRSBVRT,
1987-07-31,FILRSBVRT,
1987-08-31,FILRSBVRT,
1987-09-30,FILRSBVRT,
1987-10-31,FILRSBVRT,
1987-11-30,FILRSBVRT,
1987-12-31,FILRSBVRT,
1988-01-31,FILRSBVRT,
1988-02-29,FILRSBVRT,
1988-03-31,FILRSBVRT,
1988-04-30,FILRSBVRT,
1988-05-31,FILRSBVRT,
1988-06-30,FILRSBVRT,
1988-07-31,FILRSBVRT,
1988-08-31,FILRSBVRT,
1988-09-30,FILRSBVRT,
1988-10-31,FILRSBVRT,
1988-11-30,FILRSBVRT,
1988-12-31,FILRSBVRT,
1989-01-31,FILRSBVRT,
1989-02-28,FILRSBVRT,
1989-03-31,FILRSBVRT,
1989-04-30,FILRSBVRT,
1989-05-31,FILRSBVRT,
