month,variable,value
2012-11-15,A84998732V,1455.6
2013-05-15,A84998732V,1484.8
2013-11-15,A84998732V,1497.8
2014-05-15,A84998732V,1518.0
2014-11-15,A84998732V,1540.1
2015-05-15,A84998732V,1543.5
2015-11-15,A84998732V,1558.4
2016-05-15,A84998732V,1575.2
2016-11-15,A84998732V,1593.6
2017-05-15,A84998732V,1607.5
2017-11-15,A84998732V,1630.3
2018-05-15,A84998732V,1652.3
2018-11-15,A84998732V,1666.5
2019-05-15,A84998732V,1696.8
2019-11-15,A84998732V,1721.1
2020-05-15,A84998732V,1770.5
2020-11-15,A84998732V,1768.3
2021-05-15,A84998732V,1798.5
2021-11-15,A84998732V,1811.4
2022-05-15,A84998732V,1836.9
2022-11-15,A84998732V,1876.8
2012-05-15,A84998735A,1053.2
2012-11-15,A84998735A,1081.3
2013-05-15,A84998735A,1105.0
2013-11-15,A84998735A,1114.2
2014-05-15,A84998735A,1123.0
2014-11-15,A84998735A,1128.7
2015-05-15,A84998735A,1136.9
2015-11-15,A84998735A,1145.7
2016-05-15,A84998735A,1160.9
2016-11-15,A84998735A,1163.5
2017-05-15,A84998735A,1179.0
2017-11-15,A84998735A,1191.5
2018-05-15,A84998735A,1207.4
2018-11-15,A84998735A,1225.3
2019-05-15,A84998735A,1237.9
2019-11-15,A84998735A,1257.0
2020-05-15,A84998735A,1304.7
2020-11-15,A84998735A,1280.3
2021-05-15,A84998735A,1305.8
2021-11-15,A84998735A,1328.9
2022-05-15,A84998735A,1344.7
2022-11-15,A84998735A,1378.6
